ID,Program_Code,Min_Seniority,Max_Seniority,Origin_State,Days,Travel_Type,Departure_Date,Return_Date,Participant,Total_Participants,First_Communicarion,Last_Communicarion,Cancelled,Discounted,Initial_Date,Region,Company_Sponsor,Product_Type,Type_Low_Seniority,Type_High_Seniority,Type_Seniority,Departure_Month,Type_Low,Type_High,Type,Code_Aggregation,Same_Type_Flag,Enrollment,Participant_Ratio,Participant_Difference,Retained
HC-502-40698,HC,6,7,TX,5,A,06/04/11,06/08/11,13,15,,08/27/10,8,3,07/23/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.009884679,0.857142857,2,1
HC-3094-40698,HC,8,9,TX,5,A,06/04/11,06/08/11,12,14,,08/30/10,5,3,07/23/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.009884679,0.857142857,2,1
HD-1344-40637,HD,9,9,MA,3,T,04/04/11,04/06/11,87,97,,08/24/10,1,11,07/24/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.207142857,0.896907216,10,1
HD-2794-40637,HD,9,9,MA,3,T,04/04/11,04/06/11,91,101,,08/24/10,3,9,07/24/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.207142857,0.896907216,10,1
HS-3794-40621,HS,5,6,CA,1,A,03/19/11,03/19/11,61,63,,08/12/10,6,3,07/27/10,Southern California,1,CA History,<5,<5,,March,2,5-8,2-5-8,H,0,0.120754717,0.96969697,2,0
HN-3023-40630,HN,6,12,KY,3,A,03/28/11,03/30/11,6,7,,08/21/10,0,1,07/30/10,Other,0,East Coast,<5,>8,,March,2,>8,2->8,H,0,0.057142857,0.857142857,1,0
HN-4184-40630,HN,4,10,KY,3,A,03/28/11,03/30/11,6,7,,08/13/10,0,2,07/30/10,Other,0,East Coast,<5,>8,,March,2,2,2-2,H,1,0.057142857,0.857142857,1,0
HO-482-40648,HO,8,12,TX,5,A,04/15/11,04/19/11,10,12,,08/15/10,0,1,07/31/10,Dallas,0,East Coast,5-8,>8,,April,5-8,>8,5-8->8,H,0,0.166666667,0.833333333,2,0
HO-2625-40648,HO,8,12,TX,5,A,04/15/11,04/19/11,10,12,,08/06/10,0,2,07/31/10,Dallas,0,East Coast,5-8,>8,,April,5-8,>8,5-8->8,H,0,0.166666667,0.833333333,2,0
HX-245-40648,HX,8,11,CA,2,A,04/15/11,04/16/11,16,18,,11/27/10,2,3,08/03/10,Southern California,1,CA History,>8,>8,>8->8,April,2,2,2-2,H,1,0.094444444,0.894736842,2,0
HX-2514-40648,HX,10,13,CA,2,A,04/15/11,04/16/11,18,20,,11/26/10,1,2,08/03/10,Southern California,1,CA History,>8,>8,,April,2,2,2-2,H,1,0.094444444,0.894736842,2,0
HD-688-40657,HD,7,7,FL,5,A,04/24/11,04/28/11,30,33,08/12/10,08/12/10,3,3,08/04/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.048192771,0.914285714,3,1
HS-1279-40658,HS,4,4,CA,2,A,04/25/11,04/26/11,51,53,,08/21/10,4,3,08/04/10,Southern California,1,CA History,<5,<5,,April,<5,<5,<5-<5,H,1,0.113333333,0.962264151,2,1
HS-1567-40658,HS,5,5,CA,2,A,04/25/11,04/26/11,54,56,,08/27/10,4,2,08/04/10,Southern California,1,CA History,<5,<5,,April,<5,5-8,<5-5-8,H,0,0.113333333,0.962264151,2,1
HD-2805-40657,HD,9,9,FL,5,A,04/24/11,04/28/11,32,35,08/13/10,08/13/10,4,2,08/04/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.048192771,0.914285714,3,1
HD-3045-40690,HD,9,9,NM,5,A,05/27/11,05/31/11,41,44,07/30/10,07/30/10,10,3,08/04/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.076470588,0.928571429,3,1
HD-3827-40690,HD,9,9,NM,5,A,05/27/11,05/31/11,37,40,08/01/10,08/01/10,10,2,08/04/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.076470588,0.928571429,3,1
HD-561-40701,HD,7,7,MA,4,T,06/07/11,06/10/11,125,133,,08/30/10,21,8,08/05/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.146666667,0.942857143,8,0
SG-760-40698,SG,7,9,NM,6,A,06/04/11,06/09/11,11,13,,08/11/10,6,2,08/05/10,Other,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.036666667,0.846153846,2,1
HN-968-40692,HN,7,9,CO,3,A,05/29/11,05/31/11,3,5,,08/20/10,3,1,08/05/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.006,0.6,2,1
HD-1661-40709,HD,4,4,OR,8,A,06/15/11,06/22/11,21,23,,09/18/10,1,1,08/05/10,Pacific Northwest,0,East Coast,<5,<5,,June,2,<5,2-<5,H,0,0.050808314,0.916666667,2,1
HD-2345-40701,HD,7,7,MA,4,T,06/07/11,06/10/11,139,147,,09/06/10,19,10,08/05/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.146666667,0.942857143,8,0
HD-2399-40709,HD,6,6,OR,8,A,06/15/11,06/22/11,23,25,,09/28/10,2,2,08/05/10,Pacific Northwest,0,East Coast,<5,<5,<5-<5,June,2,2,2-2,H,1,0.050808314,0.916666667,2,1
SG-2817-40698,SG,5,7,NM,6,A,06/04/11,06/09/11,11,13,,08/09/10,9,1,08/05/10,Other,0,West,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,S,1,0.036666667,0.846153846,2,1
HN-3426-40692,HN,5,7,CO,3,A,05/29/11,05/31/11,3,5,,08/18/10,4,1,08/05/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.006,0.6,2,1
HN-976-40705,HN,7,12,TX,5,A,06/11/11,06/15/11,12,14,,08/11/10,4,1,08/06/10,Houston,0,East Coast,5-8,>8,,June,>8,>8,>8->8,H,1,0.011133603,0.846153846,2,0
HD-1264-40698,HD,9,9,TX,5,A,06/04/11,06/08/11,6,7,,08/11/10,3,0,08/06/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.008695652,0.857142857,1,1
HN-1330-40705,HN,7,12,TX,5,A,06/11/11,06/15/11,11,13,,08/10/10,4,2,08/06/10,Houston,0,East Coast,5-8,>8,5-8->8,June,>8,>8,>8->8,H,1,0.011133603,0.846153846,2,0
HD-1472-40614,HD,6,7,TN,3,A,03/12/11,03/14/11,18,19,,08/10/10,1,0,08/06/10,Other,0,East Coast,5-8,5-8,,March,1,5-8,1-5-8,H,0,0.07755102,0.95,1,0
HD-1510-40690,HD,8,9,AZ,5,A,05/27/11,05/31/11,8,9,,08/05/10,0,2,08/06/10,Other,0,East Coast,5-8,5-8,,May,2,5-8,2-5-8,H,0,0.010178117,0.888888889,1,0
SK-1952-40692,SK,7,8,NM,5,A,05/29/11,06/02/11,4,5,,09/25/10,3,1,08/06/10,Other,0,West,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,S,1,0.003472222,0.8,1,0
SK-2328-40692,SK,8,9,NM,5,A,05/29/11,06/02/11,4,5,,09/23/10,1,0,08/06/10,Other,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.003472222,0.8,1,0
HD-2449-40697,HD,8,9,OH,6,T,06/03/11,06/08/11,28,31,,08/02/10,16,2,08/06/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.055238095,0.90625,3,0
HD-2937-40614,HD,6,7,TN,3,A,03/12/11,03/14/11,20,21,,08/08/10,2,1,08/06/10,Other,0,East Coast,5-8,5-8,,March,1,5-8,1-5-8,H,0,0.07755102,0.95,1,0
HD-3060-40690,HD,7,8,AZ,5,A,05/27/11,05/31/11,8,9,,08/11/10,1,0,08/06/10,Other,0,East Coast,5-8,5-8,,May,2,2,2-2,H,1,0.010178117,0.888888889,1,0
HD-4076-40697,HD,7,8,OH,6,T,06/03/11,06/08/11,30,33,,08/02/10,11,3,08/06/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.055238095,0.90625,3,0
HVP-1547-40699,HVP,8,8,IL,5,T,06/05/11,06/09/11,27,29,,08/16/10,2,1,08/07/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.036931818,0.928571429,2,1
HD-2572-40611,HD,8,9,AZ,4,A,03/09/11,03/12/11,14,15,,08/10/10,6,0,08/07/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,2,2,2-2,H,1,0.014857143,0.928571429,1,1
HD-2727-40611,HD,7,8,AZ,4,A,03/09/11,03/12/11,13,14,,08/14/10,6,2,08/07/10,Other,0,East Coast,5-8,5-8,,March,2,5-8,2-5-8,H,0,0.014857143,0.928571429,1,1
HC-2929-40702,HC,8,8,CA,6,A,06/08/11,06/13/11,23,25,,08/20/10,1,1,08/07/10,Northern California,0,East Coast,5-8,5-8,,June,2,2,2-2,H,1,0.029268293,0.923076923,2,1
HC-3488-40702,HC,8,8,CA,6,A,06/08/11,06/13/11,24,26,,08/17/10,0,2,08/07/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,2,2,2-2,H,1,0.029268293,0.923076923,2,1
HVP-3899-40699,HVP,8,8,IL,5,T,06/05/11,06/09/11,25,27,,08/14/10,3,2,08/07/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.036931818,0.928571429,2,1
HD-731-40696,HD,8,8,CA,5,A,06/02/11,06/06/11,21,23,,09/03/10,3,2,08/10/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.064615385,0.913043478,2,0
HD-1749-40698,HD,8,10,OK,4,A,06/04/11,06/07/11,10,11,,08/10/10,3,2,08/10/10,Other,0,East Coast,5-8,>8,,June,5-8,5-8,5-8-5-8,H,1,0.034375,0.916666667,1,0
HD-2127-40655,HD,9,9,CA,5,A,04/22/11,04/26/11,30,32,08/13/10,08/13/10,9,2,08/10/10,Northern California,0,East Coast,5-8,5-8,,April,1,5-8,1-5-8,H,0,0.049152542,0.935483871,2,0
HD-2176-40694,HD,8,9,IL,3,A,05/31/11,06/02/11,25,30,,08/09/10,2,4,08/10/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.058956916,0.838709677,5,1
HD-2232-40696,HD,8,8,CA,5,A,06/02/11,06/06/11,21,23,,09/04/10,4,3,08/10/10,Northern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.064615385,0.913043478,2,0
HD-2637-40694,HD,6,7,IL,3,A,05/31/11,06/02/11,27,32,,08/06/10,1,5,08/10/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.058956916,0.838709677,5,1
HD-3147-40676,HD,7,7,CA,5,A,05/13/11,05/17/11,7,8,,08/25/10,0,1,08/10/10,Northern California,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.064220183,0.875,1,1
HD-3265-40676,HD,7,7,CA,5,A,05/13/11,05/17/11,7,8,,08/25/10,0,1,08/10/10,Northern California,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.064220183,0.875,1,1
HD-3912-40655,HD,9,9,CA,5,A,04/22/11,04/26/11,29,31,08/07/10,08/07/10,10,2,08/10/10,Northern California,0,East Coast,5-8,5-8,,April,1,5-8,1-5-8,H,0,0.049152542,0.935483871,2,0
HD-3923-40698,HD,8,10,OK,4,A,06/04/11,06/07/11,11,12,,08/07/10,4,0,08/10/10,Other,0,East Coast,5-8,>8,,June,5-8,5-8,5-8-5-8,H,1,0.034375,0.916666667,1,0
HZ-2004-40671,HZ,7,8,AZ,3,T,05/08/11,05/10/11,40,45,,08/22/10,2,5,08/11/10,Other,0,CA History,5-8,5-8,5-8-5-8,May,1,1,1-1,H,1,0.105,0.893617021,5,1
HC-2250-40690,HC,13,13,NE,5,A,05/27/11,05/31/11,20,22,,08/08/10,0,3,08/11/10,Other,0,East Coast,>8,>8,>8->8,May,>8,>8,>8->8,H,1,0.114130435,0.913043478,2,0
HC-2311-40690,HC,13,13,NE,5,A,05/27/11,05/31/11,21,23,,08/11/10,0,3,08/11/10,Other,0,East Coast,>8,>8,,May,>8,>8,>8->8,H,1,0.114130435,0.913043478,2,0
HZ-3587-40671,HZ,7,8,AZ,3,T,05/08/11,05/10/11,42,47,,08/18/10,4,4,08/11/10,Other,0,CA History,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.105,0.893617021,5,1
HVP-963-40631,HVP,6,6,GA,5,T,03/29/11,04/02/11,59,66,,08/14/10,6,6,08/12/10,Other,0,East Coast,<5,<5,,April,2,2,2-2,H,1,0.057835821,0.898550725,7,1
HD-999-40679,HD,5,7,KS,4,A,05/16/11,05/19/11,18,22,,08/07/10,3,4,08/12/10,Other,0,East Coast,5-8,5-8,,May,<5,<5,<5-<5,H,1,0.169811321,0.818181818,4,0
HN-1216-40688,HN,9,11,ID,4,A,05/25/11,05/28/11,9,10,,08/12/10,4,1,08/12/10,Other,0,East Coast,>8,>8,>8->8,May,>8,>8,>8->8,H,1,0.009211873,0.9,1,0
HD-1818-40679,HD,5,7,KS,4,A,05/16/11,05/19/11,17,21,,08/14/10,4,5,08/12/10,Other,0,East Coast,5-8,5-8,,May,<5,5-8,<5-5-8,H,0,0.169811321,0.818181818,4,0
HC-1872-40698,HC,8,9,TX,5,A,06/04/11,06/08/11,26,28,,08/12/10,7,3,08/12/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.085910653,0.925925926,2,0
HD-2137-40687,HD,7,7,NY,4,T,05/24/11,05/27/11,19,21,,08/09/10,0,1,08/12/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,H,1,0.070110701,0.904761905,2,1
HC-3508-40698,HC,7,8,TX,5,A,06/04/11,06/08/11,25,27,,08/14/10,9,1,08/12/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.085910653,0.925925926,2,0
HVP-3942-40631,HVP,5,5,GA,5,T,03/29/11,04/02/11,65,72,,08/14/10,7,8,08/12/10,Other,0,East Coast,<5,<5,,April,2,<5,2-<5,H,0,0.057835821,0.898550725,7,1
SK-104-40648,SK,6,6,CA,5,A,04/15/11,04/19/11,15,16,,08/21/10,3,2,08/13/10,Southern California,0,West,5-8,5-8,,April,2,5-8,2-5-8,S,0,0.025089606,0.933333333,1,0
HS-485-40674,HS,4,4,CA,1,A,05/11/11,05/11/11,25,26,,08/08/10,7,0,08/13/10,Southern California,0,CA History,<5,<5,,May,2,5-8,2-5-8,H,0,0.151162791,0.962962963,1,1
HVP-2734-40701,HVP,,,NC,3,T,06/07/11,06/09/11,39,43,,08/11/10,10,3,08/13/10,Other,0,East Coast,Undefined,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.055319149,0.906976744,4,0
HVP-2951-40701,HVP,,,NC,3,T,06/07/11,06/09/11,37,41,,08/21/10,14,5,08/13/10,Other,0,East Coast,Undefined,Undefined,Undefined-Undefined,June,5-8,5-8,5-8-5-8,H,1,0.055319149,0.906976744,4,0
SK-3003-40692,SK,7,7,NE,5,A,05/29/11,06/02/11,19,21,,08/12/10,3,3,08/13/10,Other,0,West,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,S,1,0.01297765,0.9,2,0
SK-3053-40648,SK,6,6,CA,5,A,04/15/11,04/19/11,15,16,,08/21/10,1,2,08/13/10,Southern California,0,West,5-8,5-8,5-8-5-8,April,2,2,2-2,S,1,0.025089606,0.933333333,1,0
HS-3124-40700,HS,3,3,CA,1,A,06/06/11,06/06/11,50,52,,09/15/10,0,2,08/13/10,Southern California,1,CA History,<5,<5,,June,2,5-8,2-5-8,H,0,0.160120846,0.963636364,2,1
HS-3375-40674,HS,5,5,CA,1,A,05/11/11,05/11/11,26,27,,08/10/10,8,2,08/13/10,Southern California,0,CA History,<5,<5,<5-<5,May,2,2,2-2,H,1,0.151162791,0.962962963,1,1
HD-3421-40698,HD,,,WI,3,A,06/04/11,06/06/11,15,16,,08/12/10,4,1,08/13/10,Other,0,East Coast,Undefined,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.041322314,0.9375,1,0
HD-3941-40698,HD,,,WI,3,A,06/04/11,06/06/11,15,16,,08/08/10,3,0,08/13/10,Other,0,East Coast,Undefined,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.041322314,0.9375,1,0
HS-4124-40700,HS,3,3,CA,1,A,06/06/11,06/06/11,53,55,,09/17/10,0,1,08/13/10,Southern California,1,CA History,<5,<5,,June,2,5-8,2-5-8,H,0,0.160120846,0.963636364,2,1
HD-39-40633,HD,9,9,CA,6,A,03/31/11,04/05/11,13,15,,08/12/10,3,1,08/14/10,Northern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.019021739,0.875,2,1
HD-130-40697,HD,12,12,TX,4,A,06/03/11,06/06/11,19,21,,08/14/10,2,2,08/14/10,Houston,0,East Coast,>8,>8,>8->8,June,5-8,5-8,5-8-5-8,H,1,0.095,0.904761905,2,0
SK-142-40707,SK,6,7,MD,5,A,06/13/11,06/17/11,10,11,,08/20/10,6,0,08/14/10,Other,0,West,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,S,1,0.017770598,0.916666667,1,1
SK-432-40707,SK,5,6,MD,5,A,06/13/11,06/17/11,7,8,,08/19/10,6,2,08/14/10,Other,0,West,5-8,5-8,,June,1,1,1-1,S,1,0.010494753,0.875,1,1
SK-851-40707,SK,7,8,MD,5,A,06/13/11,06/17/11,7,8,,08/19/10,6,1,08/14/10,Other,0,West,5-8,5-8,,June,1,5-8,1-5-8,S,0,0.010494753,0.875,1,1
SK-852-40707,SK,7,8,MD,5,A,06/13/11,06/17/11,10,11,,08/19/10,8,0,08/14/10,Other,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.017770598,0.916666667,1,1
HD-1059-40705,HD,8,8,WI,4,A,06/11/11,06/14/11,19,20,,08/14/10,2,1,08/14/10,Other,0,East Coast,5-8,5-8,,June,<5,<5,<5-<5,H,1,0.045248869,0.952380952,1,1
HD-1823-40698,HD,8,9,TX,4,A,06/04/11,06/07/11,3,4,,08/17/10,7,2,08/14/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.004070556,0.75,1,1
HD-1850-40643,HD,5,7,NV,5,A,04/10/11,04/14/11,13,14,,,0,0,08/14/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.008365508,0.928571429,1,1
HD-2226-40643,HD,7,9,NV,5,A,04/10/11,04/14/11,14,15,,,0,0,08/14/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.008365508,0.928571429,1,1
HD-2611-40697,HD,13,13,TX,4,A,06/03/11,06/06/11,19,21,,08/13/10,2,2,08/14/10,Houston,0,East Coast,>8,>8,>8->8,June,5-8,5-8,5-8-5-8,H,1,0.095,0.904761905,2,0
HD-3228-40698,HD,7,8,TX,4,A,06/04/11,06/07/11,3,4,,08/15/10,5,2,08/14/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.004070556,0.75,1,1
HD-3709-40705,HD,7,7,WI,4,A,06/11/11,06/14/11,20,21,,08/22/10,1,0,08/14/10,Other,0,East Coast,5-8,5-8,,June,<5,5-8,<5-5-8,H,0,0.045248869,0.952380952,1,1
HD-4146-40633,HD,8,8,CA,6,A,03/31/11,04/05/11,13,15,,08/15/10,3,2,08/14/10,Northern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.019021739,0.875,2,1
HD-655-40700,HD,7,8,TX,4,A,06/06/11,06/09/11,10,11,,08/16/10,8,0,08/16/10,Houston,0,East Coast,5-8,5-8,,June,1,<5,1-<5,H,0,0.020833333,0.909090909,1,0
HD-1109-40613,HD,7,7,TN,3,A,03/11/11,03/13/11,19,21,,08/11/10,17,2,08/16/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.066666667,0.909090909,2,0
HN-1203-40700,HN,10,13,TX,4,A,06/06/11,06/09/11,17,18,,08/25/10,9,2,08/16/10,Houston,0,East Coast,>8,>8,>8->8,June,>8,>8,>8->8,H,1,0.005786618,0.941176471,1,0
HN-2300-40700,HN,9,12,TX,4,A,06/06/11,06/09/11,17,18,,08/25/10,5,1,08/16/10,Houston,0,East Coast,>8,>8,,June,>8,>8,>8->8,H,1,0.005786618,0.941176471,1,0
HD-2340-40700,HD,7,8,TX,4,A,06/06/11,06/09/11,10,11,,08/14/10,8,2,08/16/10,Houston,0,East Coast,5-8,5-8,,June,1,<5,1-<5,H,0,0.020833333,0.909090909,1,0
HD-2780-40613,HD,7,7,TN,3,A,03/11/11,03/13/11,19,21,,08/19/10,15,2,08/16/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.066666667,0.909090909,2,0
HC-451-40718,HC,8,8,OR,6,A,06/24/11,06/29/11,31,33,,09/11/10,5,1,08/17/10,Pacific Northwest,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.054385965,0.939393939,2,1
HD-460-40696,HD,6,8,TX,4,A,06/02/11,06/05/11,13,14,,08/28/10,12,1,08/17/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.053333333,0.923076923,1,0
SK-476-40701,SK,6,12,MO,5,A,06/07/11,06/11/11,5,6,,08/22/10,0,0,08/17/10,Other,0,West,5-8,>8,5-8->8,June,5-8,5-8,5-8-5-8,S,1,0.004775549,0.833333333,1,1
HS-828-40622,HS,4,4,CA,2,A,03/20/11,03/21/11,38,40,,08/25/10,2,1,08/17/10,Southern California,1,CA History,<5,<5,<5-<5,March,1,1,1-1,H,1,0.059375,0.95,2,1
HS-1300-40653,HS,5,5,CA,1,A,04/20/11,04/20/11,47,52,,08/20/10,18,6,08/17/10,Southern California,0,CA History,<5,<5,<5-<5,April,2,2,2-2,H,1,0.075734158,0.907407407,5,1
HS-1591-40622,HS,5,5,CA,2,A,03/20/11,03/21/11,36,38,,09/01/10,4,3,08/17/10,Southern California,1,CA History,<5,<5,,March,1,1,1-1,H,1,0.059375,0.95,2,1
HD-1999-40690,HD,8,8,MA,4,T,05/27/11,05/30/11,44,49,,09/16/10,2,4,08/17/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.081481481,0.897959184,5,1
HVP-2001-40588,HVP,6,6,NC,3,T,02/14/11,02/16/11,164,171,,08/21/10,10,7,08/17/10,Other,0,East Coast,5-8,5-8,,February,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.957055215,7,1
HD-2081-40641,HD,8,8,CA,5,A,04/08/11,04/12/11,22,24,,08/23/10,4,2,08/17/10,Northern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.03559322,0.913043478,2,0
HD-2117-40641,HD,9,9,CA,5,A,04/08/11,04/12/11,22,24,,08/21/10,6,1,08/17/10,Northern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.03559322,0.913043478,2,0
HC-2894-40718,HC,7,7,OR,6,A,06/24/11,06/29/11,33,35,,09/14/10,5,3,08/17/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.054385965,0.939393939,2,1
HD-3336-40690,HD,9,9,MA,4,T,05/27/11,05/30/11,46,51,,09/24/10,4,5,08/17/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.081481481,0.897959184,5,1
HD-3462-40696,HD,6,8,TX,4,A,06/02/11,06/05/11,13,14,,08/19/10,14,1,08/17/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.053333333,0.923076923,1,0
HD-3581-40686,HD,9,9,TX,4,A,05/23/11,05/26/11,20,24,,08/24/10,10,3,08/17/10,Dallas,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.033670034,0.833333333,4,0
SK-40-40692,SK,6,7,AL,5,A,05/29/11,06/02/11,3,4,,08/21/10,4,1,08/18/10,Other,0,West,5-8,5-8,,June,2,5-8,2-5-8,S,0,0.012605042,0.75,1,0
SK-409-40692,SK,8,9,AL,5,A,05/29/11,06/02/11,3,4,,08/28/10,5,2,08/18/10,Other,0,West,5-8,5-8,5-8-5-8,June,2,2,2-2,S,1,0.012605042,0.75,1,0
HC-590-40689,HC,10,13,CA,6,A,05/26/11,05/31/11,32,37,,08/24/10,11,4,08/18/10,Southern California,0,East Coast,>8,>8,,May,5-8,5-8,5-8-5-8,H,1,0.096969697,0.864864865,5,1
HD-765-40700,HD,9,9,TX,4,A,06/06/11,06/09/11,11,12,,08/22/10,4,0,08/18/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.022916667,0.916666667,1,0
HD-856-40632,HD,7,7,WA,5,A,03/30/11,04/03/11,13,15,,08/30/10,0,1,08/18/10,Pacific Northwest,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.04,0.857142857,2,0
HC-1086-40612,HC,7,8,AZ,5,A,03/10/11,03/14/11,18,20,,08/24/10,1,1,08/18/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,2,2,2-2,H,1,0.051359517,0.894736842,2,0
SK-1563-40707,SK,5,7,CA,5,A,06/13/11,06/17/11,5,6,,08/25/10,5,2,08/18/10,Northern California,0,West,5-8,5-8,,June,2,2,2-2,S,1,0.011037528,0.833333333,1,0
HD-1632-40648,HD,8,8,CO,5,A,04/15/11,04/19/11,35,38,,08/21/10,0,3,08/18/10,Other,1,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.06122449,0.916666667,3,0
HD-1654-40648,HD,7,7,CO,5,A,04/15/11,04/19/11,31,34,,08/26/10,0,2,08/18/10,Other,1,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.06122449,0.916666667,3,0
SK-1681-40707,SK,6,8,CA,5,A,06/13/11,06/17/11,5,6,,08/26/10,5,1,08/18/10,Northern California,0,West,5-8,5-8,,June,2,5-8,2-5-8,S,0,0.011037528,0.833333333,1,0
HD-1826-40633,HD,7,7,NY,4,A,03/31/11,04/03/11,16,19,,08/28/10,0,4,08/18/10,Other,0,East Coast,5-8,5-8,,April,2,2,2-2,H,1,0.109677419,0.85,3,0
HD-2132-40632,HD,7,7,WA,5,A,03/30/11,04/03/11,13,15,,09/01/10,0,2,08/18/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.04,0.857142857,2,0
HD-2315-40633,HD,8,8,NY,4,A,03/31/11,04/03/11,18,21,,08/18/10,0,2,08/18/10,Other,0,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.109677419,0.85,3,0
HD-2591-40700,HD,8,8,TX,4,A,06/06/11,06/09/11,12,13,,08/28/10,4,2,08/18/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.022916667,0.916666667,1,0
